K,Average User Time (s),Average Memory (KB),Passes
1,16.0767,25874.6667,242
2,3.3533,30652.0,14
3,2.5667,36209.3333,6
4,1.9267,42169.3333,4
5,0.1933,46285.3333,2
6,0.1933,46276.0,2
7,0.1933,46318.6667,2
8,0.1867,46254.6667,2
9,0.1833,46272.0,2
10,0.1833,46282.6667,2
