K,Average User Time (s),Average Memory (KB),Passes
1,1688.19,9352.0,770
2,597.18,10172.0,284
3,424.9,11424.0,194
4,324.26,12436.0,155
5,292.15,13708.0,128
6,246.18,15156.0,112
7,230.27,16404.0,102
8,196.05,17612.0,91
9,175.58,18964.0,83
10,165.05,20320.0,77
