M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,5224.16,2.0,4.95
2000,0.0,5221.36,2.0,7.26
3000,0.0,5209.32,2.01,10.65
4000,0.0,5220.2,2.11,17.89
5000,0.0033000000000000013,5214.48,2.51,45.1
6000,0.010200000000000008,5243.56,3.85,294.31
7000,0.019700000000000013,6217.32,4.09,734.26
8000,0.026799999999999984,6185.48,4.16,1231.94
9000,0.03269999999999997,6184.24,4.17,1729.55
10000,0.040500000000000015,6246.24,4.18,2196.46
12000,0.054099999999999905,6208.16,4.09,3008.54
14000,0.06349999999999995,6248.32,4.16,3697.18
16000,0.07270000000000007,6219.92,4.13,4265.91
18000,0.08040000000000004,6249.64,4.16,4751.23
25000,0.10269999999999987,7202.68,4.17,5955.86
30000,0.1147999999999999,7233.32,4.16,6542.19
35000,0.12570000000000023,7243.96,4.05,6966.68
40000,0.13710000000000025,7197.72,4.1,7312.78
45000,0.1482000000000002,7181.6,4.07,7582.25
50000,0.1531000000000002,7230.32,4.11,7806.61
60000,0.17300000000000001,7174.6,4.12,8148.96
70000,0.19039999999999996,7202.84,4.09,8394.46
80000,0.2067,7228.0,4.1,8594.01
90000,0.2260000000000001,7199.56,4.06,8742.67
100000,0.2361999999999999,7231.8,4.02,8865.47
200000,0.4046999999999997,7253.28,4.09,9427.46
300000,0.5569,7249.96,4.05,9621.08
400000,0.7064000000000005,7187.64,4.02,9716.78
500000,0.8500999999999999,7207.24,4.0,9774.96
600000,0.9958000000000002,7189.16,3.9,9814.39
700000,1.1514000000000002,7234.52,3.9,9842.37
800000,1.2964999999999995,7230.72,3.89,9865.89
900000,1.4439999999999993,7222.8,3.86,9881.39
1000000,1.5604000000000007,7168.68,3.77,9893.26
2000000,2.9531000000000005,7177.76,3.64,9950.97
4000000,5.602800000000001,7167.72,3.41,9978.56
6000000,8.346799999999996,6896.72,3.36,9986.7
8000000,10.7237,7070.48,3.17,9990.78
10000000,13.52679999999999,6818.88,3.17,9993.2
15000000,20.3442,6761.16,3.11,9996.21
20000000,26.05879999999999,6843.6,3.05,9997.69
25000000,31.8152,7053.48,3.01,9998.52
30000000,39.184,6954.36,3.02,9999.1
35000000,45.4498,7419.72,3.02,9999.41
40000000,51.04960000000001,7757.48,3.0,9999.71
49995000,65.3039,7475.76,3.0,10000.0
