M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4202.64,1.0,0.0
2000,0.0,4198.12,1.0,0.0
3000,0.0,4188.2,1.0,0.0
4000,0.0,4203.88,1.0,0.0
5000,0.0,4183.64,1.0,0.0
6000,0.0,4177.36,1.0,0.0
7000,0.0,4189.08,1.0,0.0
8000,0.0,4201.96,1.0,0.0
9000,0.0,4178.68,1.0,0.0
10000,0.0,4194.16,1.0,0.0
12000,0.0,4201.36,1.0,0.0
14000,0.0,4204.76,1.0,0.0
16000,0.0001,4206.76,1.0,0.0
18000,0.0006000000000000001,4193.4,1.0,0.0
25000,0.006500000000000003,5192.24,1.0,0.0
30000,0.009400000000000006,5065.2,1.0,0.0
35000,0.009900000000000006,5217.84,1.0,0.0
40000,0.010000000000000007,5226.68,1.0,0.0
45000,0.010200000000000008,5185.28,1.0,0.0
50000,0.010900000000000007,5204.68,1.0,0.0
60000,0.14880000000000015,11313.2,2.0,8139.0
70000,0.1559000000000002,11305.2,2.0,8393.79
80000,0.16829999999999998,11346.16,2.0,8588.84
90000,0.1812999999999999,11327.08,2.0,8744.36
100000,0.19210000000000002,11354.52,2.0,8863.33
200000,0.29480000000000006,11358.0,2.0,9427.07
300000,0.39080000000000026,11357.8,2.0,9621.45
400000,0.47349999999999987,11299.44,2.01,9717.38
500000,0.5686999999999998,11338.52,2.01,9776.61
600000,0.6449000000000001,11345.88,2.03,9813.99
700000,0.7265999999999997,11349.84,2.04,9843.0
800000,0.8215999999999996,11357.56,2.05,9862.72
900000,0.9041000000000001,11353.44,2.08,9879.54
1000000,0.9930999999999996,11338.92,2.07,9892.89
2000000,1.9742,11330.24,2.41,9950.93
4000000,3.7329999999999983,11295.4,2.31,9977.11
6000000,5.436300000000001,11338.16,2.31,9985.98
8000000,6.9168,11318.88,2.2,9990.88
10000000,8.700800000000001,11237.4,2.19,9993.21
15000000,12.789899999999998,11163.96,2.08,9996.46
20000000,15.881600000000008,11300.8,2.02,9997.98
25000000,19.945,11196.36,2.0,9998.74
30000000,24.1256,11247.52,2.01,9999.23
35000000,27.904999999999994,11192.84,2.0,9999.5
40000000,31.500399999999996,11305.64,2.0,9999.65
49995000,39.990400000000015,11226.8,2.0,10000.0
