M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4197.68,1.0,0.0
2000,0.0,4199.36,1.0,0.0
3000,0.0,4187.32,1.0,0.0
4000,0.0,4190.2,1.0,0.0
5000,0.0,4188.24,1.0,0.0
6000,0.0,4192.68,1.0,0.0
7000,0.0,4201.2,1.0,0.0
8000,0.0,4200.04,1.0,0.0
9000,0.0,4197.92,1.0,0.0
10000,0.0,4198.64,1.0,0.0
12000,0.0,4192.36,1.0,0.0
14000,0.0001,4202.96,1.0,0.0
16000,0.0,4198.68,1.0,0.0
18000,0.0010999999999999998,4200.88,1.0,0.0
25000,0.006500000000000003,5221.76,1.0,0.0
30000,0.009700000000000007,5072.24,1.0,0.0
35000,0.010000000000000007,5199.48,1.0,0.0
40000,0.010000000000000007,5183.88,1.0,0.0
45000,0.010100000000000007,5197.52,1.0,0.0
50000,0.010600000000000007,5216.08,1.0,0.0
60000,0.1461000000000002,7260.32,3.15,8149.18
70000,0.1606000000000001,7223.24,3.07,8397.02
80000,0.17310000000000006,7242.28,3.05,8586.15
90000,0.1866,7251.08,3.08,8738.2
100000,0.20249999999999976,7228.92,3.07,8861.06
200000,0.3341999999999995,7230.16,3.07,9427.62
300000,0.46350000000000047,7229.64,3.03,9623.3
400000,0.5861000000000002,7154.16,3.01,9720.34
500000,0.7148999999999996,7185.12,2.99,9777.07
600000,0.8305000000000001,7217.56,2.93,9816.22
700000,0.959499999999999,7243.08,2.93,9844.23
800000,1.0904000000000003,7240.96,2.96,9864.76
900000,1.195899999999999,7239.6,2.89,9880.95
1000000,1.3114,7212.6,2.85,9892.95
2000000,2.4196000000000004,7232.52,2.63,9950.58
4000000,4.581800000000003,7193.52,2.46,9977.52
6000000,6.660799999999997,6981.4,2.31,9986.42
8000000,8.632100000000003,7099.88,2.2,9990.51
10000000,10.7697,7017.4,2.13,9993.11
15000000,16.1281,7070.96,2.06,9996.45
20000000,20.733100000000004,7075.32,2.06,9997.94
25000000,25.67560000000001,6997.2,2.05,9998.74
30000000,31.152400000000004,7026.08,2.01,9999.22
35000000,36.0895,7159.16,2.0,9999.46
