M,Time (s),Memory (KB),AvgPasses,AvgHeight
1000,0.0,4193.76,1.0,0.0
2000,0.0,4200.04,1.0,0.0
3000,0.0,4191.4,1.0,0.0
4000,0.0,4183.64,1.0,0.0
5000,0.0,4190.72,1.0,0.0
6000,0.0,4189.28,1.0,0.0
7000,0.0,4200.6,1.0,0.0
8000,0.0,4204.8,1.0,0.0
9000,0.0,4180.32,1.0,0.0
10000,0.0,4205.6,1.0,0.0
12000,0.0,4200.0,1.0,0.0
14000,0.0,4202.84,1.0,0.0
16000,0.0,4201.24,1.0,0.0
18000,0.0002,4201.44,1.0,0.0
25000,0.008200000000000006,5194.36,1.0,0.0
30000,0.009300000000000006,5080.08,1.0,0.0
35000,0.010000000000000007,5226.04,1.0,0.0
40000,0.010000000000000007,5226.8,1.0,0.0
45000,0.010200000000000008,5203.8,1.0,0.0
50000,0.010800000000000008,5221.88,1.0,0.0
60000,0.11879999999999988,10336.92,1.08,8138.29
70000,0.1322000000000002,10422.16,1.14,8396.5
80000,0.13920000000000016,10436.08,1.15,8589.59
90000,0.15160000000000018,10482.64,1.15,8739.58
100000,0.15730000000000016,10505.48,1.15,8859.5
200000,0.2265000000000002,10603.04,1.15,9424.37
300000,0.2918,10633.2,1.15,9620.0
400000,0.3469,10631.2,1.15,9716.88
500000,0.398,10608.92,1.15,9774.91
600000,0.45360000000000034,10631.88,1.15,9815.88
700000,0.5119999999999993,10642.68,1.15,9844.11
800000,0.5672,10649.88,1.15,9865.04
900000,0.6173999999999998,10650.72,1.15,9880.75
1000000,0.6743000000000005,10642.8,1.15,9893.12
2000000,1.2313000000000003,10632.92,1.15,9950.97
4000000,2.3474,10675.0,1.15,9977.45
6000000,3.4703999999999993,10540.0,1.15,9986.09
8000000,4.571000000000002,10613.08,1.15,9990.46
10000000,5.816900000000001,10552.24,1.15,9992.81
15000000,8.783199999999999,10508.0,1.15,9996.23
20000000,11.1802,10559.36,1.15,9997.74
25000000,13.980000000000008,10588.44,1.15,9998.69
30000000,17.026399999999995,10473.92,1.15,9999.08
35000000,19.8506,10522.08,1.15,9999.46
40000000,22.376900000000013,10604.28,1.15,9999.66
49995000,28.677299999999992,10491.04,1.15,10000.0
