N,Time (s),Memory (KB),Passes
10,0.0,3968.0,2.0
20,0.0,3972.0,3.0
30,0.0,3788.0,3.0
40,0.0,3900.0,3.0
50,0.0,3988.0,3.0
60,0.0,3988.0,3.0
70,0.0,3920.0,3.0
80,0.0,3924.0,3.0
90,0.0,3900.0,3.0
100,0.0,3924.0,3.0
150,0.0,4072.0,4.0
200,0.0,4068.0,3.0
250,0.0,4092.0,4.0
300,0.0,4136.0,3.0
350,0.0,3924.0,3.0
400,0.0,4056.0,3.0
450,0.0,4076.0,4.0
500,0.0,4192.0,4.0
600,0.01,4148.0,4.0
700,0.0,4056.0,3.0
800,0.0,4128.0,3.0
900,0.01,4280.0,4.0
1000,0.01,4412.0,3.0
1200,0.01,4356.0,4.0
1400,0.02,4556.0,4.0
1600,0.01,4560.0,3.0
1800,0.02,4696.0,4.0
2000,0.03,4720.0,4.0
2500,0.03,4876.0,4.0
3000,0.04,5168.0,4.0
3500,0.05,5308.0,4.0
4000,0.07,5444.0,5.0
4500,0.07,5604.0,4.0
5000,0.08,5860.0,4.0
6000,0.1,5732.0,4.0
7000,0.12,6228.0,4.0
8000,0.18,6452.0,5.0
