N,Time (s),Memory (KB),Passes
10,0.0,3996.0,1.0
20,0.0,3996.0,1.0
30,0.0,3972.0,1.0
40,0.0,4008.0,1.0
50,0.0,3908.0,1.0
60,0.0,4004.0,1.0
70,0.0,3896.0,1.0
80,0.0,3996.0,1.0
90,0.0,4020.0,1.0
100,0.0,3948.0,1.0
150,0.0,4196.0,1.0
200,0.0,4084.0,1.0
250,0.0,3912.0,1.0
300,0.0,4132.0,1.0
350,0.0,4096.0,1.0
400,0.0,4360.0,1.0
450,0.0,4212.0,1.0
500,0.0,4252.0,1.0
600,0.0,4188.0,1.0
700,0.0,4192.0,1.0
800,0.0,4408.0,1.0
900,0.0,4500.0,1.0
1000,0.01,4476.0,1.0
1200,0.0,4544.0,1.0
1400,0.0,4724.0,1.0
1600,0.01,4692.0,1.0
1800,0.01,5060.0,1.0
2000,0.01,5276.0,1.0
2500,0.01,5344.0,1.0
3000,0.02,5900.0,1.0
3500,0.03,6204.0,1.0
4000,0.03,6444.0,1.0
4500,0.03,6404.0,1.0
5000,0.04,7908.0,1.0
6000,0.05,8244.0,1.0
7000,0.07,8100.0,1.0
