M,Time (s),Memory (KB),Passes
100,0.0,6268.0,1.0
200,0.0,7240.0,1.0
300,0.0,7236.0,1.0
400,0.0,7248.0,1.0
500,0.0,7280.0,1.0
600,0.0,7256.0,1.0
700,0.0,7272.0,1.0
800,0.0,8232.0,1.0
900,0.0,7268.0,1.0
1000,0.0,8312.0,1.0
2000,0.0,8244.0,1.0
3000,0.0,4132.0,2.28
4000,0.0,4164.0,2.34
5000,0.0,3164.0,2.29
6000,0.01,3216.0,2.23
7000,0.01,4136.0,2.24
8000,0.01,4136.0,2.26
9000,0.01,3156.0,2.33
10000,0.01,3108.0,2.27
11000,0.01,4172.0,2.21
12000,0.01,4148.0,2.24
13000,0.01,4148.0,2.22
14000,0.01,4152.0,2.22
15000,0.01,3188.0,2.2
16000,0.01,3172.0,2.2
17000,0.01,4144.0,2.22
18000,0.01,4172.0,2.18
19000,0.02,4152.0,2.23
20000,0.02,4144.0,2.19
30000,0.03,4192.0,2.32
40000,0.04,4152.0,2.57
50000,0.05,4176.0,2.73
60000,0.06,3108.0,2.7
70000,0.07,4160.0,2.63
80000,0.08,3108.0,2.6
90000,0.09,4144.0,2.58
100000,0.09,3136.0,2.52
200000,0.17,3144.0,2.16
300000,0.25,4160.0,2.04
400000,0.32,3108.0,2.0
