M,Time (s),Memory (KB),Passes
100,0.0,6220.0,1.0
200,0.0,8256.0,1.0
300,0.0,8248.0,1.0
400,0.0,8276.0,1.0
500,0.0,8232.0,1.0
600,0.0,8232.0,1.0
700,0.0,8288.0,1.0
800,0.0,8264.0,1.0
900,0.0,8248.0,1.0
1000,0.0,9284.0,1.0
2000,0.0,9308.0,1.0
3000,0.0,9284.0,1.0
4000,0.0,9272.0,1.0
5000,0.0,10328.0,1.0
6000,0.0,10296.0,1.0
7000,0.0,9280.0,1.0
8000,0.0,10324.0,1.0
9000,0.0,10332.0,1.0
10000,0.0,10288.0,1.0
11000,0.01,5168.0,2.0
12000,0.01,4168.0,2.0
13000,0.01,5176.0,2.0
14000,0.01,4132.0,2.0
15000,0.02,4132.0,2.0
16000,0.02,4164.0,2.0
17000,0.02,5184.0,2.0
18000,0.02,4212.0,2.0
19000,0.02,5176.0,2.0
20000,0.02,4212.0,2.0
30000,0.03,5212.0,2.02
40000,0.04,5212.0,2.32
50000,0.06,4152.0,2.66
60000,0.07,5176.0,2.7
70000,0.08,5188.0,2.63
80000,0.09,5176.0,2.58
90000,0.09,4144.0,2.55
100000,0.1,4132.0,2.43
200000,0.18,4132.0,2.1
300000,0.26,5176.0,2.05
400000,0.34,5216.0,2.0
