M,Time (s),Memory (KB),Passes
100,0.0,7224.0,1.0
200,0.0,8268.0,1.0
300,0.0,8228.0,1.0
400,0.0,8276.0,1.0
500,0.0,8268.0,1.0
600,0.0,8240.0,1.0
700,0.0,8240.0,1.0
800,0.0,8248.0,1.0
900,0.0,7224.0,1.0
1000,0.0,9284.0,1.0
2000,0.0,9292.0,1.0
3000,0.0,9292.0,1.0
4000,0.0,9284.0,1.0
5000,0.0,10332.0,1.0
6000,0.01,4156.0,2.0
7000,0.01,4144.0,2.0
8000,0.01,3108.0,2.0
9000,0.01,4172.0,2.0
10000,0.01,3128.0,2.0
11000,0.01,4172.0,2.0
12000,0.01,4188.0,2.0
13000,0.01,5204.0,2.0
14000,0.01,3104.0,2.0
15000,0.01,5208.0,2.01
16000,0.02,4216.0,2.03
17000,0.02,4148.0,2.02
18000,0.02,5196.0,2.07
19000,0.02,4172.0,2.01
20000,0.02,4156.0,2.02
30000,0.03,4168.0,2.13
40000,0.04,3108.0,2.47
50000,0.05,5176.0,2.69
60000,0.06,5176.0,2.7
70000,0.07,4196.0,2.67
80000,0.08,5184.0,2.59
90000,0.09,5200.0,2.55
100000,0.1,4140.0,2.42
200000,0.17,5156.0,2.12
300000,0.25,4148.0,2.05
400000,0.33,4192.0,2.01
