K,Average User Time (s),Average Memory (KB),Passes
1,1770.12,8920.0,870
2,874.62,10200.0,430
3,620.24,11292.0,277
4,439.71,12656.0,207
5,351.39,13976.0,172
6,278.91,15184.0,142
7,273.61,16512.0,128
8,234.47,17828.0,114
9,220.92,19220.0,102
10,202.94,20504.0,95
