K,Average User Time (s),Average Memory (KB),Passes
1,0.1767,4508.0,43
2,0.0567,4830.6667,14
3,0.03,5046.6667,7
4,0.02,5232.0,4
5,0.0133,5512.0,4
6,0.0167,5766.6667,3
7,0.01,6056.0,3
8,0.01,6242.6667,3
9,0.0067,6438.6667,1
10,0.0,6390.6667,1
