K,Time (s),Memory (KB),Passes
1,0.02,5620.0,4
2,0.02,5324.0,3
3,0.02,5180.0,3
4,0.01,5604.0,2
5,0.01,5660.0,2
6,0.01,5936.0,2
7,0.0,4400.0,1
8,0.0,4280.0,1
9,0.0,4292.0,1
10,0.0,4492.0,1
