K,Time (s),Memory (KB),Passes
1,0.03,4728.0,3
2,0.02,4720.0,3
3,0.04,4960.0,2
4,0.04,5068.0,2
5,0.06,5524.0,2
6,0.06,5800.0,2
7,0.07,5496.0,1
8,0.06,5684.0,1
9,0.07,5548.0,1
10,0.06,5640.0,1
