M,Time (s),Memory (KB),Passes
100,0.0,7244.0,1.0
200,0.0,7204.0,1.0
300,0.0,8244.0,1.0
400,0.0,8276.0,1.0
500,0.0,7280.0,1.0
600,0.0,7284.0,1.0
700,0.0,8284.0,1.0
800,0.0,8248.0,1.0
900,0.0,8232.0,1.0
1000,0.0,9308.0,1.0
2000,0.0,8268.0,1.0
3000,0.0,8252.0,1.0
4000,0.0,8316.0,1.0
5000,0.0,9288.0,1.0
6000,0.0,10324.0,1.0
7000,0.0,10316.0,1.0
8000,0.0,10280.0,1.0
9000,0.0,10336.0,1.0
10000,0.0,10276.0,1.0
11000,0.01,5184.0,2.0
12000,0.01,5160.0,2.0
13000,0.01,4176.0,2.0
14000,0.01,5172.0,2.05
15000,0.01,4164.0,2.15
16000,0.01,4172.0,2.17
17000,0.01,4168.0,2.2
18000,0.01,4152.0,2.21
19000,0.01,5160.0,2.22
20000,0.02,5176.0,2.23
30000,0.03,4156.0,3.16
40000,0.05,4160.0,3.99
50000,0.07,4196.0,4.66
60000,0.08,4132.0,4.96
70000,0.11,4144.0,5.5
80000,0.12,4148.0,5.78
90000,0.14,5188.0,5.95
100000,0.16,5216.0,6.08
200000,0.37,5212.0,7.22
300000,0.6,4216.0,7.69
400000,0.81,4192.0,8.05
