K,Time (s),Memory (KB),Passes
1,59.17,69204.0,284
2,32.84,79636.0,7
3,0.1,31752.0,1
4,0.1,31724.0,1
5,0.08,31860.0,1
6,0.09,31836.0,1
7,0.09,31836.0,1
8,0.1,31820.0,1
9,0.09,31920.0,1
10,0.1,31844.0,1
