K,Time (s),Memory (KB),Passes
1,50.37,71828.0,214
2,16.48,76212.0,2
3,0.1,31812.0,1
4,0.09,31936.0,1
5,0.1,31844.0,1
6,0.09,31824.0,1
7,0.08,31784.0,1
8,0.09,31916.0,1
9,0.09,31816.0,1
10,0.1,31816.0,1
