K,Time (s),Memory (KB),Passes
1,27.23,106364.0,3
2,16.34,86016.0,2
3,0.09,31844.0,1
4,0.09,31812.0,1
5,0.08,31812.0,1
6,0.1,31916.0,1
7,0.09,31900.0,1
8,0.09,31848.0,1
9,0.09,31928.0,1
10,0.09,31836.0,1
