K,Average User Time (s),Average Memory (KB),Passes
1,137.18,90316.0,475
2,22.6367,98845.3333,7
3,21.7033,114130.6667,5
4,10.0733,140689.3333,2
5,16.1133,155188.0,2
6,0.5167,175118.6667,1
7,0.5167,175164.0,1
8,0.5333,175138.6667,1
9,0.5367,175102.6667,1
10,0.4867,175086.6667,1
