N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4184.0,1.0,3.0
20,0.0,4148.0,1.0,4.0
30,0.0,4184.0,2.0,29.0
40,0.0,4168.0,1.0,37.0
50,0.0,4168.0,2.0,48.0
60,0.0,4196.0,2.0,56.0
70,0.0,4168.0,2.0,65.0
80,0.0,4160.0,2.0,75.0
90,0.0,4152.0,2.0,86.0
100,0.0,4152.0,2.0,94.0
200,0.0,3172.0,2.0,188.0
300,0.0,4164.0,2.0,289.0
400,0.01,3164.0,2.0,388.0
500,0.01,3148.0,2.0,486.0
600,0.02,4156.0,2.0,583.0
700,0.02,4184.0,2.0,686.0
800,0.03,4176.0,2.0,771.0
900,0.04,4168.0,2.0,870.0
1000,0.04,5216.0,2.0,973.0
1200,0.06,5172.0,2.0,1171.0
1400,0.07,4204.0,2.0,1357.0
1600,0.09,5196.0,2.0,1556.0
1800,0.1,4216.0,2.0,1768.0
2000,0.12,5156.0,2.0,1951.0
2500,0.17,6228.0,2.0,2441.0
3000,0.25,5208.0,2.0,2930.0
3500,0.3,6240.0,2.0,3450.0
4000,0.38,7240.0,2.0,3934.0
4500,0.43,7248.0,2.0,4428.0
5000,0.53,8228.0,2.0,4925.0
6000,0.7,8256.0,2.0,5911.0
7000,0.88,9300.0,2.0,6904.0
8000,1.06,10276.0,2.0,7900.0
9000,1.27,11336.0,2.0,8898.0
10000,2.0,11356.0,3.0,9882.0
