N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5172.0,1.0,2.521
20,5e-05,5200.0,1.0,4.515
30,0.00015,4140.0,1.0,27.836
40,0.00017,4152.0,1.0,37.068
50,0.00034,3108.0,1.0,46.364
60,0.00041999999999999996,3108.0,1.0,55.799
70,0.00053,4148.0,1.0,65.263
80,0.00063,4152.0,1.0,74.659
90,0.00068,4144.0,1.001,84.23
100,0.0008900000000000001,3152.0,1.0,93.626
200,0.0019399999999999999,4160.0,1.001,189.639
300,0.0045899999999999995,3108.0,1.002,286.219
400,0.00691,3184.0,1.002,383.489
500,0.00965,4152.0,1.006,481.09
600,0.014060000000000001,4152.0,1.013,578.797
700,0.015529999999999999,3196.0,1.007,676.747
800,0.01973,3108.0,1.015,774.566
900,0.024050000000000002,4172.0,1.01,872.674
1000,0.02794,3136.0,1.015,971.004
1200,0.03772,4132.0,1.015,1167.44
1400,0.04685,4132.0,1.011,1364.62
1600,0.05037,4132.0,1.016,1561.55
1800,0.07482,5188.0,1.019,1759.07
2000,0.07966,6192.0,1.017,1956.26
2500,0.11433,6224.0,1.028,2450.35
3000,0.11111,5172.0,1.044,2944.96
3500,0.18859,6268.0,1.048,3439.98
4000,0.24387999999999999,6180.0,1.042,3935.25
4500,0.20872,7224.0,1.055,4431.24
5000,0.34232999999999997,7252.0,1.068,4926.67
6000,0.32825,9264.0,1.061,5919.12
7000,0.57923,10288.0,1.091,6911.73
8000,0.71435,11316.0,1.096,7904.68
9000,0.9172100000000001,11300.0,1.121,8898.5
10000,1.05435,12324.0,1.138,9893.14
