N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5180.0,1.0,2.521
20,5e-05,5160.0,1.0,4.515
30,0.0002,4136.0,2.053,27.844
40,0.00032,4136.0,2.058,37.074
50,0.00033,4164.0,2.075,46.371
60,0.00041999999999999996,3120.0,2.093,55.811
70,0.0006,4148.0,2.104,65.286
80,0.0007700000000000001,4152.0,2.115,74.773
90,0.00079,4172.0,2.138,84.163
100,0.00093,4152.0,2.137,93.739
200,0.00275,4172.0,2.213,189.636
300,0.00617,3136.0,2.287,286.463
400,0.00872,3104.0,2.329,383.632
500,0.01251,3108.0,2.377,481.079
600,0.0161,3108.0,2.422,578.76
700,0.02146,3112.0,2.432,676.674
800,0.02566,3136.0,2.459,774.389
900,0.03638,3188.0,2.479,872.636
1000,0.03564,3108.0,2.506,971.106
1200,0.048229999999999995,3176.0,2.515,1167.78
1400,0.07029,3108.0,2.541,1364.62
1600,0.08843999999999999,4132.0,2.576,1561.42
1800,0.1005,4128.0,2.599,1759.36
2000,0.11086,4168.0,2.601,1956.75
2500,0.14831,4180.0,2.606,2450.32
3000,0.20191,5212.0,2.676,2945.26
3500,0.25521,5156.0,2.714,3440.16
4000,0.32087,4168.0,2.714,3935.42
4500,0.38462,5168.0,2.724,4430.95
5000,0.47348,5188.0,2.751,4927.16
6000,0.79964,6176.0,2.82,5919.38
7000,0.87514,6216.0,2.819,6912.3
8000,1.0072699999999999,7232.0,2.832,7905.56
9000,1.59757,7216.0,2.846,8898.79
10000,2.01139,8228.0,2.84,9892.56
