N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,3184.0,1.0,3.0
20,0.0,4152.0,1.0,4.0
30,0.0,3184.0,2.0,29.0
40,0.0,3156.0,2.0,37.0
50,0.0,4148.0,2.0,48.0
60,0.0,4160.0,3.0,57.0
70,0.0,3156.0,2.0,67.0
80,0.0,4144.0,2.0,75.0
90,0.0,4132.0,2.0,86.0
100,0.0,4168.0,2.0,96.0
200,0.0,4184.0,2.0,186.0
300,0.0,3156.0,2.0,288.0
400,0.01,4184.0,2.0,381.0
500,0.01,4132.0,2.0,481.0
600,0.02,4148.0,2.0,580.0
700,0.02,4132.0,2.0,676.0
800,0.03,3132.0,2.0,771.0
900,0.04,4156.0,2.0,873.0
1000,0.05,4148.0,3.0,974.0
1200,0.07,4144.0,3.0,1169.0
1400,0.07,4148.0,2.0,1358.0
1600,0.09,3156.0,2.0,1555.0
1800,0.14,3168.0,3.0,1755.0
2000,0.13,5200.0,2.0,1962.0
2500,0.23,4192.0,3.0,2442.0
3000,0.25,4160.0,2.0,2946.0
3500,0.39,5172.0,3.0,3434.0
4000,0.5,5180.0,3.0,3929.0
4500,0.59,6200.0,3.0,4436.0
5000,0.71,6188.0,3.0,4922.0
6000,0.76,5180.0,2.0,5906.0
7000,1.21,7252.0,3.0,6916.0
8000,1.48,7260.0,3.0,7900.0
9000,1.77,7248.0,3.0,8892.0
10000,2.1,8240.0,3.0,9879.0
