N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,1e-05,5184.0,1.0,2.521
20,4e-05,5216.0,1.0,4.515
30,0.00015,4192.0,1.0,27.836
40,0.00020999999999999998,3180.0,1.0,37.068
50,0.00031,4172.0,1.0,46.364
60,0.00028000000000000003,3224.0,1.0,55.799
70,0.00035999999999999997,4160.0,1.0,65.263
80,0.00061,3184.0,1.0,74.659
90,0.0007099999999999999,4188.0,1.001,84.23
100,0.00061,4160.0,1.0,93.626
200,0.00173,4188.0,1.001,189.639
300,0.0030499999999999998,3108.0,1.002,286.219
400,0.00471,3172.0,1.002,383.489
500,0.00679,3136.0,1.006,481.09
600,0.00902,3112.0,1.013,578.797
700,0.01259,3196.0,1.007,676.747
800,0.01838,4148.0,1.015,774.566
900,0.02152,4132.0,1.01,872.674
1000,0.028730000000000002,3108.0,1.015,971.004
1200,0.026719999999999997,5204.0,1.015,1167.44
1400,0.03382,4132.0,1.011,1364.62
1600,0.04639,4132.0,1.016,1561.55
1800,0.05296,4128.0,1.019,1759.07
2000,0.05597,6236.0,1.017,1956.26
2500,0.10122,5192.0,1.028,2450.35
3000,0.10626999999999999,6200.0,1.044,2944.96
3500,0.13413,6212.0,1.048,3439.98
4000,0.16946,7216.0,1.042,3935.25
4500,0.20485,7240.0,1.055,4431.24
5000,0.23929,8288.0,1.068,4926.67
6000,0.32591000000000003,9264.0,1.061,5919.12
7000,0.5077699999999999,9280.0,1.091,6911.73
8000,0.53107,10344.0,1.096,7904.68
9000,0.8563500000000001,11300.0,1.121,8898.5
10000,1.02089,12392.0,1.138,9893.14
