N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,4136.0,2.988,9.54
20,0.00016,3180.0,3.022,18.576
30,0.00029,3184.0,3.034,27.788
40,0.00039,4152.0,3.064,36.956
50,0.00063,4160.0,3.071,46.38
60,0.0009,3188.0,3.101,55.808
70,0.00107,3148.0,3.114,65.257
80,0.0012,3156.0,3.116,74.676
90,0.00108,4148.0,3.134,84.273
100,0.0017,4184.0,3.131,93.642
200,0.00521,3116.0,3.216,189.486
300,0.010029999999999999,3136.0,3.296,286.46
400,0.0155,3108.0,3.334,383.631
500,0.02116,3196.0,3.359,481.131
600,0.03005,3136.0,3.421,578.53
700,0.038200000000000005,3104.0,3.435,676.483
800,0.047200000000000006,3108.0,3.479,774.544
900,0.05194,3108.0,3.482,872.72
1000,0.06642,3108.0,3.472,970.727
1200,0.08167,3136.0,3.52,1167.28
1400,0.11921,3188.0,3.545,1364.65
1600,0.13806000000000002,4128.0,3.576,1561.91
1800,0.16398,5172.0,3.608,1759.14
2000,0.1356,5216.0,3.59,1956.14
2500,0.24837,4168.0,3.659,2450.29
3000,0.37395999999999996,4132.0,3.673,2945.34
3500,0.46558,6224.0,3.687,3439.99
4000,0.44780000000000003,5156.0,3.713,3935.41
4500,0.49347,6232.0,3.759,4431.13
5000,0.80036,5152.0,3.763,4926.83
6000,0.86252,5156.0,3.798,5919.35
7000,1.0004,7204.0,3.818,6911.76
8000,1.4780499999999999,7284.0,3.807,7905.69
9000,2.12247,8228.0,3.825,8898.45
10000,2.47651,9260.0,3.821,9892.87
