N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4184.0,3.0,10.0
20,0.0,4184.0,3.0,19.0
30,0.0,3140.0,3.0,29.0
40,0.0,4164.0,3.0,37.0
50,0.0,3124.0,3.0,44.0
60,0.0,3184.0,3.0,57.0
70,0.0,4160.0,4.0,67.0
80,0.0,4180.0,3.0,76.0
90,0.0,4168.0,3.0,84.0
100,0.0,4172.0,3.0,94.0
200,0.0,4144.0,3.0,191.0
300,0.01,4152.0,4.0,285.0
400,0.01,4152.0,3.0,384.0
500,0.02,4184.0,3.0,478.0
600,0.03,3144.0,4.0,576.0
700,0.04,3216.0,4.0,683.0
800,0.04,4132.0,3.0,770.0
900,0.05,4148.0,3.0,880.0
1000,0.07,4132.0,4.0,964.0
1200,0.09,4184.0,4.0,1163.0
1400,0.09,3132.0,3.0,1360.0
1600,0.15,4176.0,4.0,1561.0
1800,0.18,3120.0,4.0,1755.0
2000,0.21,4204.0,4.0,1956.0
2500,0.24,4188.0,3.0,2454.0
3000,0.41,5200.0,4.0,2943.0
3500,0.5,5188.0,4.0,3445.0
4000,0.62,4188.0,4.0,3923.0
4500,0.73,5184.0,4.0,4442.0
5000,0.89,5184.0,4.0,4926.0
6000,1.2,6208.0,4.0,5911.0
7000,1.49,6256.0,4.0,6909.0
8000,1.51,7260.0,3.0,7913.0
9000,2.18,8264.0,4.0,8915.0
10000,2.54,7316.0,4.0,9915.0
