N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5.9999999999999995e-05,4188.0,2.988,9.54
20,0.00011,3136.0,3.022,18.576
30,0.00027,3124.0,3.034,27.788
40,0.00043,3132.0,3.064,36.956
50,0.00044,4144.0,3.071,46.38
60,0.0005600000000000001,3192.0,3.101,55.808
70,0.00099,4148.0,3.114,65.257
80,0.00122,4180.0,3.116,74.676
90,0.0010500000000000002,3136.0,3.134,84.273
100,0.00125,3172.0,3.131,93.642
200,0.00415,4176.0,3.216,189.486
300,0.0078,3128.0,3.296,286.46
400,0.01481,3108.0,3.334,383.631
500,0.01512,3108.0,3.359,481.131
600,0.0218,3120.0,3.421,578.53
700,0.02707,3136.0,3.435,676.483
800,0.038619999999999995,3108.0,3.479,774.544
900,0.03968,3108.0,3.482,872.72
1000,0.044270000000000004,3176.0,3.472,970.727
1200,0.06242,3128.0,3.52,1167.28
1400,0.07740999999999999,3108.0,3.545,1364.65
1600,0.11835,4168.0,3.576,1561.91
1800,0.12165000000000001,4132.0,3.608,1759.14
2000,0.13911,4128.0,3.59,1956.14
2500,0.19029,4132.0,3.659,2450.29
3000,0.25332,4132.0,3.673,2945.34
3500,0.31718999999999997,5232.0,3.687,3439.99
4000,0.3953,5224.0,3.713,3935.41
4500,0.4695,5156.0,3.759,4431.13
5000,0.56824,6228.0,3.763,4926.83
6000,0.75836,6204.0,3.798,5919.35
7000,1.03004,7220.0,3.818,6911.76
8000,1.3077,8252.0,3.807,7905.69
9000,2.0636,8228.0,3.825,8898.45
10000,2.17903,7204.0,3.821,9892.87
