N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2e-05,5172.0,1.0,2.521
20,4e-05,5172.0,1.0,4.515
30,0.00019,3124.0,1.099,27.836
40,0.00031,3132.0,1.515,37.068
50,0.00037,4156.0,1.772,46.368
60,0.00047,4192.0,1.894,55.802
70,0.00085,3128.0,1.97,65.273
80,0.00107,4156.0,1.985,74.664
90,0.0008900000000000001,4132.0,1.996,84.239
100,0.0010500000000000002,3184.0,2.0,93.646
200,0.0030099999999999997,4188.0,2.0,189.587
300,0.00705,3188.0,2.0,286.289
400,0.008400000000000001,3132.0,2.0,383.471
500,0.01405,3192.0,2.0,480.95
600,0.01483,3144.0,2.001,578.786
700,0.02223,3136.0,2.001,676.672
800,0.02532,3104.0,2.0,774.574
900,0.03245,4132.0,2.0,872.592
1000,0.036770000000000004,5204.0,2.001,971.168
1200,0.04371,4132.0,2.0,1167.51
1400,0.0577,4160.0,2.004,1364.53
1600,0.08386,4132.0,2.005,1561.78
1800,0.07945999999999999,4132.0,2.005,1759.23
2000,0.08976,5156.0,2.006,1956.32
2500,0.12782,5184.0,2.005,2450.39
3000,0.1671,7252.0,2.008,2945.16
3500,0.20851,7248.0,2.012,3439.86
4000,0.26359,5156.0,2.011,3935.55
4500,0.31639999999999996,8268.0,2.025,4430.8
5000,0.36904000000000003,7228.0,2.028,4927.03
6000,0.55313,8272.0,2.034,5919.2
7000,0.6309199999999999,9288.0,2.043,6912.41
8000,0.78454,10320.0,2.057,7905.3
9000,1.3086900000000001,11320.0,2.053,8899.02
10000,1.28197,12324.0,2.081,9892.97
