K,Average User Time (s),Average Memory (KB),Passes
1,0.148,11152.0,3
2,0.222,11344.0,3
3,0.344,11504.0,2
4,0.496,11776.0,2
5,0.648,11830.4,2
6,0.72,12092.8,2
7,0.73,12115.2,1
8,0.73,12070.4,1
9,0.73,12080.0,1
10,0.73,12140.8,1
