K,Time (s),Memory (KB),Passes
1,231.74,134116.0,453
2,74.59,170512.0,47
3,47.39,185688.0,14
4,0.7,69424.0,1
5,0.3,69416.0,1
6,0.3,69408.0,1
7,0.3,69296.0,1
8,0.28,69324.0,1
9,0.3,69388.0,1
10,0.3,69420.0,1
