K,Time (s),Memory (KB),Passes
1,28.03,232840.0,4
2,12.22,191556.0,3
3,27.88,212960.0,3
4,0.3,69428.0,1
5,0.3,69408.0,1
6,0.32,69420.0,1
7,0.3,69404.0,1
8,0.31,69324.0,1
9,0.32,69388.0,1
10,0.29,69260.0,1
