K,Time (s),Memory (KB),Passes
1,177.63,145148.0,369
2,48.8,153564.0,11
3,28.52,193196.0,6
4,0.29,69212.0,1
5,0.3,69408.0,1
6,0.31,69216.0,1
7,0.31,69404.0,1
8,0.29,69324.0,1
9,0.31,69400.0,1
10,0.3,69428.0,1
