K,Time (s),Memory (KB),Passes
1,0.0,3708.0,2
2,0.0,3724.0,2
3,0.0,3736.0,2
4,0.0,3736.0,2
5,0.0,3836.0,2
6,0.0,3812.0,2
7,0.0,3808.0,2
8,0.0,4004.0,2
9,0.0,3848.0,2
10,0.0,4064.0,2
