K,Average User Time (s),Average Memory (KB),Passes
1,0.04,10243.2,15
2,0.03,10217.6,8
3,0.02,10275.2,5
4,0.02,10336.0,4
5,0.02,10278.4,3
6,0.02,10256.0,3
7,0.02,10320.0,2
8,0.02,10320.0,2
9,0.02,10304.0,2
10,0.02,10329.6,2
