K,Average User Time (s),Average Memory (KB),Passes
1,14.024,75335.2,6
2,13.468,75347.2,6
3,13.886,75340.8,6
4,13.66,75324.0,6
5,13.778,75360.8,6
6,13.374,75304.0,6
7,13.86,75316.8,6
8,13.592,75348.0,6
9,13.92,75293.6,6
10,13.46,75353.6,6
