N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,2.9999999999999997e-05,5192.0,1.0,2.346
20,4e-05,5240.0,1.0,4.6
30,5.9999999999999995e-05,6212.0,1.0,6.606
40,0.00015,4168.0,1.992,36.36
50,0.00020999999999999998,4184.0,2.0,45.397
60,0.00027,4168.0,2.0,54.188
70,0.00032,4168.0,2.0,62.989
80,0.00037,4176.0,2.0,71.888
90,0.00041,4188.0,2.0,81.012
100,0.00047999999999999996,4188.0,2.0,89.793
200,0.0010500000000000002,3176.0,2.0,179.717
300,0.00166,3192.0,2.0,270.505
400,0.00231,3184.0,2.0,361.203
500,0.00299,3132.0,2.0,452.174
600,0.00637,4176.0,2.0,543.327
700,0.00728,4168.0,2.0,634.775
800,0.00843,3108.0,2.0,727.068
900,0.006690000000000001,5192.0,2.0,818.138
1000,0.00937,4156.0,2.0,909.707
1200,0.01117,4132.0,2.0,1093.52
1400,0.01604,4132.0,2.0,1277.71
1600,0.019289999999999998,4132.0,2.0,1462.47
1800,0.01463,5220.0,2.0,1647.2
2000,0.01598,5192.0,2.0,1831.87
2500,0.02086,6212.0,2.0,2295.13
3000,0.02721,5156.0,2.0,2758.19
3500,0.03021,7344.0,2.0,3222.41
4000,0.03401,7216.0,2.0,3687.39
4500,0.03996,8264.0,2.0,4152.12
5000,0.0439,7204.0,2.0,4618.66
6000,0.05274,9316.0,2.0,5550.33
7000,0.06506,9248.0,2.0,6484.22
8000,0.07568000000000001,11332.0,2.0,7417.72
9000,0.08537,12360.0,2.0,8353.28
10000,0.09669,12216.0,2.0,9287.58
