K,Time (s),Memory (KB),Passes
1,0.0,3680.0,2
2,0.0,3816.0,2
3,0.0,3884.0,2
4,0.0,3692.0,2
5,0.0,3788.0,2
6,0.0,3868.0,2
7,0.0,3732.0,2
8,0.0,3696.0,2
9,0.0,3692.0,2
10,0.0,3732.0,2
