K,Average User Time (s),Average Memory (KB),Passes
1,0.76,10976.8,11
2,0.494,12497.6,6
3,0.4,14376.0,4
4,0.334,15966.4,3
5,0.344,17501.6,3
6,0.332,19368.8,2
7,0.308,21194.4,2
8,0.328,22813.6,2
9,0.362,24418.4,2
10,0.418,25960.0,2
