M,Time (s),Memory (KB),Passes
1000,0.0,42024.0,1.0
2000,0.0,45112.0,1.0
3000,0.0,47168.0,1.0
4000,0.0,50252.0,1.0
5000,0.0,52344.0,1.0
6000,0.0,57436.0,1.0
7000,0.0,60472.0,1.0
8000,0.0,63556.0,1.0
9000,0.0,64604.0,1.0
10000,0.0,65612.0,1.0
12500,0.01,68644.0,1.0
15000,0.01,70696.0,1.0
17500,0.01,71720.0,1.0
20000,0.01,71720.0,1.0
22500,0.01,71784.0,1.0
25000,0.01,73800.0,1.0
30000,0.01,74848.0,1.0
40000,0.01,74824.0,1.0
50000,0.02,76856.0,1.0
60000,0.02,74812.0,1.0
70000,0.02,76860.0,1.0
80000,0.03,76856.0,1.0
90000,0.03,76856.0,1.0
100000,0.03,75812.0,1.0
200000,0.32,17444.0,2.0
300000,0.42,16440.0,2.0
400000,0.51,17496.0,2.0
500000,0.6,17488.0,2.0
600000,0.68,18524.0,2.0
700000,0.77,17440.0,2.0
800000,0.85,17472.0,2.0
900000,0.95,16420.0,2.0
1000000,1.03,17516.0,2.0
2000000,1.84,16436.0,2.01
4000000,3.41,17472.0,2.01
6000000,5.04,17444.0,2.0
8000000,6.68,16420.0,2.02
10000000,8.3,17444.0,2.04
15000000,12.15,17472.0,2.03
20000000,16.13,18196.0,2.01
25000000,20.05,16468.0,2.01
30000000,24.07,16264.0,2.01
35000000,27.54,16468.0,2.0
40000000,30.76,16420.0,2.0
49995000,39.05,15464.0,2.0
