K,Iteration,User Time (s),Memory (KB),Passes
3,1,12.98,86980.0,19
3,2,13.15,86948.0,19
3,3,12.65,86948.0,19
3,4,13.01,87004.0,19
3,5,12.67,86912.0,19
3,6,12.71,86992.0,19
3,7,12.56,87044.0,19
3,8,12.83,86984.0,19
3,9,12.85,87088.0,19
3,10,12.61,86948.0,19
3,11,12.7,87060.0,19
3,12,12.63,86900.0,19
3,13,12.69,87084.0,19
3,14,12.94,87012.0,19
3,15,12.78,87088.0,19
3,16,12.54,87080.0,19
3,17,12.66,87084.0,19
3,18,12.71,87008.0,19
3,19,12.75,87044.0,19
3,20,12.89,86992.0,19
3,21,12.55,86932.0,19
3,22,12.69,86984.0,19
3,23,12.54,87004.0,19
3,24,12.52,86976.0,19
3,25,12.75,86984.0,19
3,26,13.08,86936.0,19
3,27,12.61,86972.0,19
3,28,12.73,87048.0,19
3,29,12.9,86936.0,19
3,30,13.09,86900.0,19
3,31,12.52,87076.0,19
3,32,14.47,86936.0,19
3,33,14.27,87076.0,19
3,34,14.76,86992.0,19
3,35,14.27,87044.0,19
3,36,14.36,87020.0,19
3,37,14.44,87060.0,19
3,38,14.48,87056.0,19
3,39,14.24,87012.0,19
3,40,14.42,87064.0,19
3,41,14.39,86948.0,19
3,42,14.6,87044.0,19
3,43,14.58,86936.0,19
3,44,14.34,87008.0,19
3,45,14.85,86960.0,19
3,46,14.81,87088.0,19
3,47,14.7,86948.0,19
3,48,14.28,86992.0,19
3,49,14.43,87088.0,19
3,50,14.48,87080.0,19
