K,Iteration,User Time (s),Memory (KB),Passes
8,1,0.65,122284.0,2
8,2,0.65,122340.0,2
8,3,0.66,122256.0,2
8,4,0.68,122216.0,2
8,5,0.68,122224.0,2
8,6,0.67,122256.0,2
8,7,0.82,122284.0,2
8,8,1.08,122348.0,2
8,9,1.06,122352.0,2
8,10,1.16,122344.0,2
8,11,1.14,122160.0,2
8,12,1.21,122364.0,2
8,13,1.15,122320.0,2
8,14,1.18,122288.0,2
8,15,1.19,122280.0,2
8,16,1.19,122236.0,2
8,17,1.13,122220.0,2
8,18,1.13,122120.0,2
8,19,1.22,122232.0,2
8,20,1.14,122324.0,2
8,21,1.09,122360.0,2
8,22,1.16,122284.0,2
8,23,1.17,122140.0,2
8,24,1.19,122368.0,2
8,25,1.09,122204.0,2
8,26,1.14,122264.0,2
8,27,1.19,122292.0,2
8,28,1.2,122288.0,2
8,29,1.18,122360.0,2
8,30,1.1,122200.0,2
8,31,1.05,122288.0,2
8,32,1.17,122204.0,2
8,33,1.14,122292.0,2
8,34,1.11,122280.0,2
8,35,0.92,122336.0,2
8,36,0.88,122336.0,2
8,37,0.85,122340.0,2
8,38,0.8,122252.0,2
8,39,0.81,122292.0,2
8,40,0.82,122296.0,2
8,41,0.86,122184.0,2
8,42,0.83,122232.0,2
8,43,0.83,122228.0,2
8,44,0.8,122236.0,2
8,45,0.81,122340.0,2
8,46,0.83,122200.0,2
8,47,0.81,122352.0,2
8,48,0.8,122360.0,2
8,49,0.8,122284.0,2
8,50,0.81,122340.0,2
