K,Average User Time (s),Average Memory (KB),Passes
1,76.1628,62518.88,303
2,24.8902,76092.32,66
3,13.4092,87006.0,19
4,7.123,103913.92,5
5,8.8838,118202.8,4
6,1.1398,122275.76,2
7,0.9404,122279.52,2
8,0.9806,122277.6,2
9,0.8278,122265.28,2
10,0.8296,122276.24,2
