K,Iteration,User Time (s),Memory (KB),Passes
2,1,24.06,76052.0,66
2,2,24.65,76192.0,66
2,3,24.61,76052.0,66
2,4,26.1,76108.0,66
2,5,24.59,76040.0,66
2,6,26.61,76024.0,66
2,7,24.61,76068.0,66
2,8,26.64,76176.0,66
2,9,27.1,76200.0,66
2,10,25.17,76068.0,66
2,11,26.97,76200.0,66
2,12,24.3,76108.0,66
2,13,24.33,76060.0,66
2,14,24.15,76064.0,66
2,15,24.44,76156.0,66
2,16,24.99,76064.0,66
2,17,24.39,76064.0,66
2,18,24.7,76064.0,66
2,19,24.57,76128.0,66
2,20,24.64,76128.0,66
2,21,24.42,76120.0,66
2,22,24.42,75964.0,66
2,23,24.74,76096.0,66
2,24,24.2,76108.0,66
2,25,24.24,76024.0,66
2,26,24.24,76064.0,66
2,27,24.98,76108.0,66
2,28,23.81,76016.0,66
2,29,24.29,76028.0,66
2,30,24.41,76052.0,66
2,31,24.81,76116.0,66
2,32,24.1,76068.0,66
2,33,24.98,76064.0,66
2,34,24.38,76100.0,66
2,35,25.87,76096.0,66
2,36,24.39,76160.0,66
2,37,24.52,76116.0,66
2,38,25.14,76016.0,66
2,39,25.58,76016.0,66
2,40,26.42,76060.0,66
2,41,26.34,76096.0,66
2,42,24.51,76108.0,66
2,43,24.46,76096.0,66
2,44,25.53,76200.0,66
2,45,24.73,76048.0,66
2,46,24.46,76200.0,66
2,47,24.46,76120.0,66
2,48,24.54,76192.0,66
2,49,25.37,76024.0,66
2,50,24.55,76124.0,66
