K,Average User Time (s),Average Memory (KB),Passes
1,49.9,52307.68,5
2,52.9966,52277.28,5
3,104.724,52334.88,5
4,93.4854,50817.04,5
5,112.9296,54682.16,5
6,21.5438,54729.92,5
7,75.062,54543.04,5
8,53.4434,54981.12,5
9,39.4882,53817.6,6
10,47.9644,55916.64,5
