K,Iteration,User Time (s),Memory (KB),Passes
1,1,161.44,52064.0,5
1,2,22.51,52444.0,5
1,3,122.8,52404.0,5
1,4,17.1,52436.0,5
1,5,16.44,52452.0,5
1,6,17.13,52420.0,5
1,7,15.82,52436.0,5
1,8,17.13,52432.0,5
1,9,17.42,52444.0,5
1,10,17.61,52428.0,5
1,11,18.25,52432.0,5
1,12,16.48,52396.0,5
1,13,16.85,52436.0,5
1,14,17.28,52400.0,5
1,15,16.44,52432.0,5
1,16,17.56,52420.0,5
1,17,16.17,52416.0,5
1,18,16.54,52440.0,5
1,19,17.91,52404.0,5
1,20,16.2,52424.0,5
1,21,17.58,52400.0,5
1,22,19.14,52412.0,5
1,23,158.6,51868.0,5
1,24,16.91,52444.0,5
1,25,17.15,52392.0,5
1,26,144.2,52420.0,5
1,27,19.99,52448.0,5
1,28,163.19,52288.0,5
1,29,64.38,52144.0,5
1,30,198.88,51332.0,5
1,31,263.58,50716.0,5
1,32,273.45,52132.0,5
1,33,225.75,51096.0,5
1,34,17.56,52292.0,5
1,35,22.56,52400.0,5
1,36,18.62,52404.0,5
1,37,21.53,52468.0,5
1,38,18.26,52476.0,5
1,39,19.34,52432.0,5
1,40,19.85,52440.0,5
1,41,17.38,52404.0,5
1,42,18.04,52388.0,5
1,43,18.32,52456.0,5
1,44,18.02,52436.0,5
1,45,17.83,52436.0,5
1,46,19.26,52420.0,5
1,47,17.17,52436.0,5
1,48,18.35,52396.0,5
1,49,18.11,52408.0,5
1,50,16.92,52440.0,5
