K,Iteration,User Time (s),Memory (KB),Passes
6,1,48.56,54756.0,5
6,2,44.36,54736.0,5
6,3,51.37,54776.0,5
6,4,38.17,54716.0,5
6,5,20.47,54652.0,5
6,6,16.85,54740.0,5
6,7,19.44,54668.0,5
6,8,17.35,54672.0,5
6,9,21.98,54680.0,5
6,10,17.09,54636.0,5
6,11,26.28,54784.0,5
6,12,15.5,54772.0,5
6,13,20.91,54800.0,5
6,14,18.44,54672.0,5
6,15,19.44,54708.0,5
6,16,17.46,54744.0,5
6,17,20.05,54748.0,5
6,18,19.61,54752.0,5
6,19,20.98,54728.0,5
6,20,17.18,54716.0,5
6,21,23.37,54772.0,5
6,22,17.06,54764.0,5
6,23,22.3,54732.0,5
6,24,17.98,54768.0,5
6,25,22.27,54744.0,5
6,26,16.41,54728.0,5
6,27,24.08,54764.0,5
6,28,16.14,54800.0,5
6,29,19.52,54728.0,5
6,30,16.27,54748.0,5
6,31,18.66,54764.0,5
6,32,25.93,54716.0,5
6,33,17.63,54708.0,5
6,34,24.21,54584.0,5
6,35,18.05,54740.0,5
6,36,19.61,54692.0,5
6,37,17.03,54712.0,5
6,38,16.56,54664.0,5
6,39,21.14,54744.0,5
6,40,17.23,54744.0,5
6,41,20.56,54748.0,5
6,42,16.49,54740.0,5
6,43,23.05,54764.0,5
6,44,17.86,54696.0,5
6,45,25.13,54792.0,5
6,46,16.9,54772.0,5
6,47,22.97,54752.0,5
6,48,17.57,54768.0,5
6,49,17.37,54732.0,5
6,50,16.35,54660.0,5
