K,Iteration,User Time (s),Memory (KB),Passes
10,1,20.58,55940.0,5
10,2,21.41,55944.0,5
10,3,21.7,55984.0,5
10,4,18.44,56020.0,5
10,5,20.03,55848.0,5
10,6,21.52,55648.0,5
10,7,17.78,55936.0,5
10,8,20.95,55824.0,5
10,9,16.6,55952.0,5
10,10,19.43,55928.0,5
10,11,22.73,56008.0,5
10,12,21.58,55780.0,5
10,13,16.3,55796.0,5
10,14,19.9,55888.0,5
10,15,20.2,55860.0,5
10,16,22.64,55912.0,5
10,17,19.87,55812.0,5
10,18,20.41,55832.0,5
10,19,16.94,55968.0,5
10,20,16.37,55988.0,5
10,21,21.99,55956.0,5
10,22,15.42,55908.0,5
10,23,15.21,55856.0,5
10,24,15.24,55956.0,5
10,25,15.75,55976.0,5
10,26,25.2,55904.0,5
10,27,22.44,55904.0,5
10,28,116.38,55904.0,5
10,29,21.18,55848.0,5
10,30,121.79,56016.0,5
10,31,20.69,55948.0,5
10,32,122.53,55956.0,5
10,33,16.0,55972.0,5
10,34,128.95,55976.0,5
10,35,14.17,55964.0,5
10,36,114.01,55988.0,5
10,37,14.48,55856.0,5
10,38,116.56,55856.0,5
10,39,14.52,56016.0,5
10,40,122.82,55892.0,5
10,41,15.04,55900.0,5
10,42,120.26,56020.0,5
10,43,16.54,55924.0,5
10,44,118.11,55952.0,5
10,45,115.19,55912.0,5
10,46,119.46,55952.0,5
10,47,111.63,55952.0,5
10,48,109.05,55940.0,5
10,49,83.39,55856.0,5
10,50,118.84,55904.0,5
