K,Iteration,User Time (s),Memory (KB),Passes
4,1,181.58,50916.0,5
4,2,227.23,50480.0,5
4,3,172.1,50652.0,5
4,4,227.78,49944.0,5
4,5,167.61,50240.0,5
4,6,170.16,50712.0,5
4,7,213.56,50000.0,5
4,8,182.48,50504.0,5
4,9,103.69,50760.0,5
4,10,16.98,51036.0,5
4,11,17.46,51044.0,5
4,12,120.7,51016.0,5
4,13,165.1,50288.0,5
4,14,145.72,51048.0,5
4,15,94.82,50640.0,5
4,16,15.94,51072.0,5
4,17,17.65,50988.0,5
4,18,18.22,51064.0,5
4,19,16.04,50980.0,5
4,20,16.47,51044.0,5
4,21,16.86,51112.0,5
4,22,16.06,51104.0,5
4,23,19.87,51068.0,5
4,24,16.05,50988.0,5
4,25,16.0,51048.0,5
4,26,18.34,51064.0,5
4,27,16.13,50988.0,5
4,28,15.97,51040.0,5
4,29,17.52,51076.0,5
4,30,16.64,50984.0,5
4,31,18.48,50984.0,5
4,32,18.29,50988.0,5
4,33,18.56,51080.0,5
4,34,25.74,51112.0,5
4,35,20.63,51044.0,5
4,36,19.85,51108.0,5
4,37,141.97,50644.0,5
4,38,167.16,50892.0,5
4,39,170.0,50600.0,5
4,40,184.68,49960.0,5
4,41,210.29,50672.0,5
4,42,262.56,50828.0,5
4,43,250.36,49868.0,5
4,44,204.6,50748.0,5
4,45,172.43,50768.0,5
4,46,21.01,51028.0,5
4,47,24.87,51076.0,5
4,48,109.02,51068.0,5
4,49,128.6,50484.0,5
4,50,44.44,51000.0,5
