K,Iteration,User Time (s),Memory (KB),Passes
7,1,17.3,54740.0,5
7,2,23.12,54732.0,5
7,3,18.41,54804.0,5
7,4,19.46,54768.0,5
7,5,17.74,54724.0,5
7,6,22.81,54756.0,5
7,7,17.99,54772.0,5
7,8,21.42,54656.0,5
7,9,16.61,54792.0,5
7,10,228.16,54092.0,5
7,11,259.04,52992.0,5
7,12,266.58,53116.0,5
7,13,69.14,54668.0,5
7,14,15.46,54836.0,5
7,15,25.18,54816.0,5
7,16,27.3,54864.0,5
7,17,31.61,54840.0,5
7,18,24.49,54848.0,5
7,19,23.19,54792.0,5
7,20,21.6,54828.0,5
7,21,251.67,54156.0,5
7,22,178.83,53460.0,5
7,23,188.9,54284.0,5
7,24,190.2,54336.0,5
7,25,191.74,54664.0,5
7,26,189.51,54208.0,5
7,27,186.24,54420.0,5
7,28,185.47,54184.0,5
7,29,221.94,52908.0,5
7,30,175.76,52984.0,5
7,31,98.27,54536.0,5
7,32,19.42,54848.0,5
7,33,36.44,54860.0,5
7,34,24.15,54888.0,5
7,35,19.05,54848.0,5
7,36,28.03,54740.0,5
7,37,46.97,54860.0,5
7,38,26.91,54896.0,5
7,39,18.66,54900.0,5
7,40,46.17,54512.0,5
7,41,36.4,54876.0,5
7,42,28.15,54872.0,5
7,43,17.21,54888.0,5
7,44,48.92,54876.0,5
7,45,41.09,54764.0,5
7,46,20.61,54576.0,5
7,47,19.16,54836.0,5
7,48,16.28,54876.0,5
7,49,17.04,54832.0,5
7,50,17.3,54828.0,5
