K,Iteration,User Time (s),Memory (KB),Passes
5,1,86.39,54772.0,5
5,2,15.33,54960.0,5
5,3,24.2,54940.0,5
5,4,32.7,54984.0,5
5,5,192.7,54180.0,5
5,6,186.51,53896.0,5
5,7,173.95,54596.0,5
5,8,152.13,54560.0,5
5,9,25.35,55008.0,5
5,10,161.09,54908.0,5
5,11,171.67,54792.0,5
5,12,161.94,54268.0,5
5,13,126.21,54896.0,5
5,14,167.69,54780.0,5
5,15,170.39,54532.0,5
5,16,185.1,54700.0,5
5,17,184.94,54488.0,5
5,18,114.83,54856.0,5
5,19,32.51,54924.0,5
5,20,38.67,54884.0,5
5,21,34.44,54932.0,5
5,22,30.52,54808.0,5
5,23,79.85,54756.0,5
5,24,33.01,54916.0,5
5,25,144.27,54244.0,5
5,26,227.78,54156.0,5
5,27,242.3,54648.0,5
5,28,228.08,54572.0,5
5,29,153.42,54836.0,5
5,30,131.89,54840.0,5
5,31,130.65,54936.0,5
5,32,131.25,54800.0,5
5,33,136.91,54312.0,5
5,34,133.49,54356.0,5
5,35,136.82,54680.0,5
5,36,136.98,54308.0,5
5,37,132.32,54888.0,5
5,38,36.62,54932.0,5
5,39,37.75,54928.0,5
5,40,25.6,54948.0,5
5,41,29.94,54896.0,5
5,42,34.55,54848.0,5
5,43,29.02,54960.0,5
5,44,29.23,54932.0,5
5,45,34.7,54908.0,5
5,46,236.29,53688.0,5
5,47,224.11,53340.0,5
5,48,155.7,54820.0,5
5,49,79.02,55008.0,5
5,50,45.67,54988.0,5
