K,Time (s),Memory (KB),Passes
1,14.96,227652.0,4
2,3.83,148048.0,2
3,5.32,134948.0,2
4,10.1,153168.0,2
5,0.26,49340.0,1
6,0.27,49260.0,1
7,0.25,49216.0,1
8,0.25,49416.0,1
9,0.25,49424.0,1
10,0.25,49308.0,1
