K,Time (s),Memory (KB),Passes
1,143.51,91164.0,475
2,22.81,98876.0,7
3,18.97,114200.0,5
4,10.09,140772.0,2
5,0.25,49240.0,1
6,0.26,49420.0,1
7,0.25,49320.0,1
8,0.27,49400.0,1
9,0.25,49416.0,1
10,0.27,49364.0,1
