K,Average User Time (s),Average Memory (KB),Passes
1,0.338,39094.4,5
2,0.304,29874.4,4
3,0.216,21641.6,3
4,0.286,24724.8,3
5,0.136,21815.2,2
6,0.152,20439.2,2
7,0.158,22262.4,2
8,0.174,24109.6,2
9,0.182,25956.8,2
10,0.208,28036.8,2
