N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,0.0,4148.0,2.0,10.0
20,0.0,3124.0,2.0,19.0
30,0.0,4148.0,2.0,28.0
40,0.0,4176.0,2.0,37.0
50,0.0,4184.0,2.0,49.0
60,0.0,4152.0,2.0,56.0
70,0.0,3196.0,2.0,66.0
80,0.0,3224.0,2.0,79.0
90,0.0,3180.0,3.0,84.0
100,0.0,4176.0,3.0,98.0
200,0.0,3140.0,3.0,191.0
300,0.0,4144.0,3.0,288.0
400,0.01,4168.0,3.0,385.0
500,0.01,4184.0,3.0,487.0
600,0.02,4152.0,3.0,585.0
700,0.02,4156.0,3.0,678.0
800,0.03,5168.0,3.0,774.0
900,0.03,4212.0,3.0,882.0
1000,0.04,5208.0,3.0,979.0
1200,0.05,4180.0,3.0,1176.0
1400,0.07,4184.0,3.0,1373.0
1600,0.09,5184.0,3.0,1578.0
1800,0.1,5196.0,3.0,1762.0
2000,0.12,6236.0,3.0,1967.0
2500,0.16,7224.0,3.0,2473.0
3000,0.22,8264.0,3.0,2966.0
3500,0.27,8244.0,3.0,3456.0
4000,0.34,8260.0,3.0,3966.0
4500,0.4,8252.0,3.0,4452.0
5000,0.49,10332.0,3.0,4933.0
6000,0.63,11356.0,3.0,5943.0
7000,0.81,12352.0,3.0,6933.0
8000,0.96,14388.0,3.0,7940.0
9000,1.15,15408.0,3.0,8916.0
10000,1.32,15420.0,3.0,9931.0
