N,Time (s),Memory (KB),AvgPasses,AvgHeight
10,5e-05,4148.0,2.0,9.608
20,0.00011999999999999999,4176.0,2.0,18.905
30,0.0002,4168.0,2.0,28.245
40,0.00033,4148.0,2.0,37.638
50,0.00044,3148.0,2.0,47.188
60,0.0005600000000000001,4148.0,2.0,56.737
70,0.00062,3128.0,2.0,66.344
80,0.0005600000000000001,3140.0,2.0,75.901
90,0.00091,3172.0,2.991,85.416
100,0.0014,3152.0,3.0,94.986
200,0.004,3168.0,3.0,190.71
300,0.00688,3136.0,3.0,288.001
400,0.00942,4184.0,3.0,385.673
500,0.01558,3108.0,3.0,483.801
600,0.019739999999999997,5172.0,3.0,582.108
700,0.023309999999999997,5172.0,3.0,680.744
800,0.03182,4168.0,3.0,779.213
900,0.03246,4132.0,3.0,877.97
1000,0.04165,4132.0,3.0,976.634
1200,0.053689999999999995,4164.0,3.0,1174.74
1400,0.07152,5236.0,3.0,1372.72
1600,0.08406,5164.0,3.0,1570.93
1800,0.09581999999999999,6232.0,3.0,1769.04
2000,0.08233,5156.0,3.0,1967.0
2500,0.17023,7220.0,3.0,2463.36
3000,0.15245,7264.0,3.0,2959.84
3500,0.27323000000000003,7204.0,3.0,3456.38
4000,0.31839,8228.0,3.0,3953.4
4500,0.40145,10292.0,3.0,4450.35
5000,0.46920999999999996,10292.0,3.0,4947.48
6000,0.6203500000000001,11300.0,3.0,5942.32
7000,0.8,13364.0,3.0,6937.08
8000,0.86482,14400.0,3.0,7933.27
9000,1.1788299999999998,15392.0,3.001,8928.93
10000,1.36372,16476.0,3.024,9924.2
