K,Average User Time (s),Average Memory (KB),Passes
1,15.862,25848.0,242
2,3.162,30737.6,14
3,2.36,36278.4,6
4,1.828,42116.8,4
5,0.178,46292.0,2
6,0.188,46265.6,2
7,0.182,46283.2,2
8,0.186,46299.2,2
9,0.19,46263.2,2
10,0.176,46280.0,2
