K,Average User Time (s),Average Memory (KB),Passes
1,400.0182,48436.88,831
2,25.6576,56781.28,35
3,12.9844,65159.52,15
4,11.6836,77766.72,11
5,6.1686,90355.04,6
6,5.3642,100067.6,5
7,4.479,107655.76,4
8,5.0428,115217.28,5
9,3.7114,127848.56,3
10,3.9124,137021.44,3
