K,Iteration,User Time (s),Memory (KB),Passes
7,1,5.44,107704.0,4
7,2,5.04,107720.0,4
7,3,3.88,107592.0,4
7,4,5.24,107596.0,4
7,5,5.36,107592.0,4
7,6,3.96,107580.0,4
7,7,5.55,107600.0,4
7,8,4.12,107656.0,4
7,9,5.04,107732.0,4
7,10,4.05,107596.0,4
7,11,5.01,107740.0,4
7,12,5.02,107720.0,4
7,13,3.68,107544.0,4
7,14,5.12,107620.0,4
7,15,3.55,107692.0,4
7,16,5.04,107740.0,4
7,17,3.74,107648.0,4
7,18,5.06,107556.0,4
7,19,3.93,107732.0,4
7,20,5.16,107604.0,4
7,21,5.08,107688.0,4
7,22,5.03,107652.0,4
7,23,4.92,107692.0,4
7,24,5.05,107720.0,4
7,25,5.1,107732.0,4
7,26,4.93,107628.0,4
7,27,5.37,107740.0,4
7,28,5.1,107588.0,4
7,29,3.51,107656.0,4
7,30,5.19,107584.0,4
7,31,4.1,107656.0,4
7,32,5.5,107616.0,4
7,33,3.72,107704.0,4
7,34,5.48,107740.0,4
7,35,3.53,107652.0,4
7,36,5.2,107636.0,4
7,37,4.09,107736.0,4
7,38,3.87,107652.0,4
7,39,4.65,107596.0,4
7,40,3.63,107684.0,4
7,41,4.67,107632.0,4
7,42,4.0,107556.0,4
7,43,3.78,107720.0,4
7,44,3.46,107592.0,4
7,45,4.06,107688.0,4
7,46,3.87,107580.0,4
7,47,3.31,107704.0,4
7,48,3.84,107652.0,4
7,49,3.11,107628.0,4
7,50,3.81,107720.0,4
