K,Iteration,User Time (s),Memory (KB),Passes
2,1,21.96,56784.0,35
2,2,26.96,56732.0,35
2,3,21.84,56776.0,35
2,4,29.75,56860.0,35
2,5,21.74,56684.0,35
2,6,21.9,56792.0,35
2,7,27.19,56844.0,35
2,8,21.86,56828.0,35
2,9,27.15,56736.0,35
2,10,21.9,56740.0,35
2,11,28.68,56800.0,35
2,12,24.0,56844.0,35
2,13,29.53,56780.0,35
2,14,24.72,56768.0,35
2,15,30.37,56736.0,35
2,16,22.16,56772.0,35
2,17,29.31,56796.0,35
2,18,26.26,56700.0,35
2,19,26.71,56756.0,35
2,20,26.7,56884.0,35
2,21,27.27,56772.0,35
2,22,22.15,56848.0,35
2,23,26.86,56628.0,35
2,24,24.04,56844.0,35
2,25,30.78,56832.0,35
2,26,24.82,56880.0,35
2,27,29.57,56720.0,35
2,28,21.96,56712.0,35
2,29,28.81,56872.0,35
2,30,22.17,56780.0,35
2,31,29.91,56744.0,35
2,32,21.95,56696.0,35
2,33,30.65,56860.0,35
2,34,22.09,56760.0,35
2,35,26.78,56668.0,35
2,36,21.84,56872.0,35
2,37,27.17,56796.0,35
2,38,22.21,56780.0,35
2,39,26.69,56736.0,35
2,40,27.29,56876.0,35
2,41,21.96,56780.0,35
2,42,28.62,56776.0,35
2,43,28.02,56832.0,35
2,44,27.26,56760.0,35
2,45,24.26,56760.0,35
2,46,26.99,56696.0,35
2,47,23.74,56796.0,35
2,48,27.55,56760.0,35
2,49,21.88,56768.0,35
2,50,26.9,56848.0,35
