K,Iteration,User Time (s),Memory (KB),Passes
5,1,4.13,155960.0,3
5,2,3.73,155856.0,3
5,3,3.64,156044.0,3
5,4,4.01,156044.0,3
5,5,4.48,155948.0,3
5,6,4.28,155964.0,3
5,7,4.47,156048.0,3
5,8,4.18,155888.0,3
5,9,4.27,155964.0,3
5,10,4.22,155912.0,3
5,11,4.84,155936.0,3
5,12,4.25,156032.0,3
5,13,4.41,155948.0,3
5,14,4.25,155928.0,3
5,15,4.18,156032.0,3
5,16,4.18,156016.0,3
5,17,4.57,155968.0,3
5,18,4.33,156048.0,3
5,19,4.54,155904.0,3
5,20,4.26,155928.0,3
5,21,4.4,155908.0,3
5,22,4.46,156048.0,3
5,23,4.4,155868.0,3
5,24,4.21,156028.0,3
5,25,4.55,155960.0,3
5,26,4.31,155968.0,3
5,27,4.42,155864.0,3
5,28,4.05,155904.0,3
5,29,4.47,155912.0,3
5,30,4.34,156052.0,3
5,31,4.45,155916.0,3
5,32,4.35,155904.0,3
5,33,4.29,156044.0,3
5,34,4.39,155948.0,3
5,35,4.33,155964.0,3
5,36,4.31,155868.0,3
5,37,4.2,155852.0,3
5,38,4.26,155864.0,3
5,39,4.16,155960.0,3
5,40,4.41,156044.0,3
5,41,4.44,156000.0,3
5,42,4.12,155852.0,3
5,43,4.17,155964.0,3
5,44,4.57,155968.0,3
5,45,4.37,156052.0,3
5,46,4.27,155904.0,3
5,47,4.16,155888.0,3
5,48,4.3,155944.0,3
5,49,4.39,155968.0,3
5,50,4.22,155948.0,3
