K,Iteration,User Time (s),Memory (KB),Passes
6,1,4.89,174272.0,3
6,2,4.72,174184.0,3
6,3,4.73,174168.0,3
6,4,4.77,174368.0,3
6,5,4.94,174224.0,3
6,6,4.98,174216.0,3
6,7,4.59,174204.0,3
6,8,4.55,174240.0,3
6,9,5.02,174348.0,3
6,10,4.71,174264.0,3
6,11,4.57,174260.0,3
6,12,4.91,174260.0,3
6,13,4.92,174328.0,3
6,14,4.82,174356.0,3
6,15,4.63,174168.0,3
6,16,4.66,174260.0,3
6,17,5.11,174292.0,3
6,18,4.88,174280.0,3
6,19,4.74,174356.0,3
6,20,5.06,174152.0,3
6,21,5.0,174324.0,3
6,22,4.95,174328.0,3
6,23,4.69,174168.0,3
6,24,4.88,174200.0,3
6,25,5.0,174220.0,3
6,26,4.75,174328.0,3
6,27,5.01,174252.0,3
6,28,4.77,174168.0,3
6,29,5.0,174204.0,3
6,30,5.01,174276.0,3
6,31,4.9,174312.0,3
6,32,4.85,174252.0,3
6,33,4.84,174244.0,3
6,34,4.97,174260.0,3
6,35,4.97,174364.0,3
6,36,4.62,174240.0,3
6,37,5.05,174220.0,3
6,38,4.73,174168.0,3
6,39,4.87,174272.0,3
6,40,4.85,174180.0,3
6,41,4.81,174368.0,3
6,42,5.04,174216.0,3
6,43,4.86,174252.0,3
6,44,5.01,174364.0,3
6,45,4.78,174328.0,3
6,46,4.7,174216.0,3
6,47,4.78,174340.0,3
6,48,4.99,174280.0,3
6,49,4.35,174276.0,3
6,50,4.5,174272.0,3
