K,Average User Time (s),Average Memory (KB),Passes
1,5.355,215016.32,5
2,4.6326,191350.24,4
3,4.7674,202857.36,4
4,5.7282,240651.6,4
5,4.2998,155954.64,3
6,4.8346,174261.84,3
7,4.2324,209267.52,3
8,2.7588,193645.92,2
9,3.1,182729.6,2
10,3.1702,173267.76,2
