K,Iteration,User Time (s),Memory (KB),Passes
7,1,4.03,209164.0,3
7,2,4.06,209308.0,3
7,3,4.23,209260.0,3
7,4,4.06,209364.0,3
7,5,3.99,209248.0,3
7,6,4.33,209260.0,3
7,7,3.98,209352.0,3
7,8,4.4,209340.0,3
7,9,4.23,209216.0,3
7,10,4.16,209168.0,3
7,11,4.17,209204.0,3
7,12,4.43,209272.0,3
7,13,4.17,209276.0,3
7,14,4.5,209344.0,3
7,15,4.06,209308.0,3
7,16,4.33,209236.0,3
7,17,4.38,209252.0,3
7,18,4.55,209276.0,3
7,19,4.08,209176.0,3
7,20,4.21,209356.0,3
7,21,4.03,209324.0,3
7,22,4.1,209360.0,3
7,23,4.41,209216.0,3
7,24,4.18,209324.0,3
7,25,4.3,209216.0,3
7,26,4.15,209344.0,3
7,27,4.08,209364.0,3
7,28,4.34,209164.0,3
7,29,3.99,209248.0,3
7,30,4.1,209344.0,3
7,31,4.06,209272.0,3
7,32,4.3,209248.0,3
7,33,4.35,209248.0,3
7,34,4.28,209268.0,3
7,35,4.21,209168.0,3
7,36,4.43,209268.0,3
7,37,3.98,209252.0,3
7,38,4.73,209324.0,3
7,39,4.6,209360.0,3
7,40,4.63,209252.0,3
7,41,4.08,209180.0,3
7,42,4.03,209260.0,3
7,43,4.03,209272.0,3
7,44,4.3,209176.0,3
7,45,4.1,209180.0,3
7,46,4.11,209364.0,3
7,47,4.15,209240.0,3
7,48,4.25,209220.0,3
7,49,4.44,209344.0,3
7,50,4.53,209196.0,3
